,received,negotiated,gender,year
1748,6.2,FALSE,F,2007
1749,4.3,FALSE,M,2008
1750,5.5,FALSE,F,2009
1751,5.4,FALSE,M,2005
1752,4.3,FALSE,F,2006
1753,3.9,FALSE,M,2007
1754,5,FALSE,F,2008
1755,4.5,FALSE,M,2009
1756,3.9,FALSE,F,2005
1757,3.8,FALSE,M,2006
1758,4.8,FALSE,F,2007
1759,5.3,FALSE,M,2008
1760,7.3,FALSE,F,2009
1761,6,FALSE,M,2005
1762,5,FALSE,F,2006
1763,3.6,FALSE,M,2007
1764,6,FALSE,F,2008
1765,4.3,FALSE,M,2009
1766,4.3,FALSE,F,2005
1767,4.3,FALSE,M,2006
1768,4.3,FALSE,F,2007
1769,5.2,FALSE,M,2008
1770,5.4,FALSE,F,2009
1771,4.8,FALSE,M,2005
1772,3.7,FALSE,F,2006
1773,3.9,FALSE,M,2007
1774,4.7,FALSE,F,2008
1775,5.2,FALSE,M,2009
1776,4.4,FALSE,F,2005
1777,5.5,FALSE,M,2006
1778,4.3,FALSE,F,2007
1779,5.9,FALSE,M,2008
1780,3.5,FALSE,F,2009
1781,5.7,FALSE,M,2005
1782,4.1,FALSE,F,2006
1783,7,FALSE,M,2007
1784,4.7,FALSE,F,2008
1785,5.5,FALSE,M,2009
1786,4.3,FALSE,F,2005
1787,5.5,FALSE,M,2006
1788,4.3,FALSE,F,2007
1789,5.6,FALSE,M,2008
1790,3.7,FALSE,F,2009
1791,3.7,FALSE,M,2005
1792,4.3,FALSE,F,2006
1793,1.9,FALSE,M,2007
1794,4.5,FALSE,F,2008
1795,5.9,FALSE,M,2009
1796,4.9,FALSE,F,2005
1797,4.5,FALSE,M,2006
1798,4.6,FALSE,F,2007
1799,6.2,FALSE,M,2008
1800,6.2,FALSE,F,2009
1801,4.4,FALSE,M,2005
1802,4.5,FALSE,F,2006
1803,6.3,FALSE,M,2007
1804,4.3,FALSE,F,2008
1805,5.9,FALSE,M,2009
1806,5.2,FALSE,F,2005
1807,4.7,FALSE,M,2006
1808,5.1,FALSE,F,2007
1809,4.9,FALSE,M,2008
1810,6.2,FALSE,F,2009
1811,5.1,FALSE,M,2005
1812,5.5,FALSE,F,2006
1813,6.8,FALSE,M,2007
1814,4.4,FALSE,F,2008
1815,7,FALSE,M,2009
1816,5,FALSE,F,2005
1817,5.3,FALSE,M,2006
1818,5.7,FALSE,F,2007
1819,4.6,FALSE,M,2008
1820,4.4,FALSE,F,2009
1821,6,FALSE,M,2005
1822,4.4,FALSE,F,2006
1823,6.3,FALSE,M,2007
1824,3.8,FALSE,F,2008
1825,6.4,FALSE,M,2009
1826,5.1,FALSE,F,2005
1827,5.4,FALSE,M,2006
1828,5.7,FALSE,F,2007
1829,5.2,FALSE,M,2008
1830,3.2,FALSE,F,2009
1831,6.8,FALSE,M,2005
1832,5.9,FALSE,F,2006
1833,4.7,FALSE,M,2007
1834,4.3,FALSE,F,2008
1835,3.6,FALSE,M,2009
1836,3.8,FALSE,F,2005
1837,4.4,FALSE,M,2006
1838,4.3,FALSE,F,2007
1839,4.4,FALSE,M,2008
1840,4,FALSE,F,2009
1841,6.3,FALSE,M,2005
1842,5.5,FALSE,F,2006
1843,5.1,FALSE,M,2007
1844,4.2,FALSE,F,2008
1845,5.8,FALSE,M,2009
1846,5.9,FALSE,F,2005
1847,3.9,FALSE,M,2006
1848,5,FALSE,F,2007
1849,2.8,FALSE,M,2008
1850,5.7,FALSE,F,2009
1851,5.7,FALSE,M,2005
1852,4.7,FALSE,F,2006
1853,4.7,FALSE,M,2007
1854,3.4,FALSE,F,2008
1855,4.1,FALSE,M,2009
1856,6.8,FALSE,F,2005
1857,5.9,FALSE,M,2006
1858,4.8,FALSE,F,2007
1859,5.5,FALSE,M,2008
1860,5,FALSE,F,2009
1861,6,FALSE,M,2005
1862,5,FALSE,F,2006
1863,5.9,FALSE,M,2007
1864,4.9,FALSE,F,2008
1865,7.2,FALSE,M,2009
1866,5.1,FALSE,F,2005
1867,4.9,FALSE,M,2006
1868,5.1,FALSE,F,2007
1869,5,FALSE,M,2008
1870,4.1,FALSE,F,2009
1871,2.7,FALSE,M,2005
1872,5.3,FALSE,F,2006
1873,5.7,FALSE,M,2007
1874,5.3,FALSE,F,2008
1875,4.5,FALSE,M,2009
1876,3.8,FALSE,F,2005
1877,4.7,FALSE,M,2006
1878,5.6,FALSE,F,2007
1879,4.6,FALSE,M,2008
1880,3.8,FALSE,F,2009
1881,4.3,FALSE,M,2005
1882,4.7,FALSE,F,2006
1883,5,FALSE,M,2007
1884,4.1,FALSE,F,2008
1885,6.1,FALSE,M,2009
1886,4.6,FALSE,F,2005
1887,3.8,FALSE,M,2006
1888,3.8,FALSE,F,2007
1889,5,FALSE,M,2008
1890,4.7,FALSE,F,2009
1891,3.9,FALSE,M,2005
1892,5.6,FALSE,F,2006
1893,3.8,FALSE,M,2007
1894,3.5,FALSE,F,2008
1895,5,FALSE,M,2009
1896,5.5,FALSE,F,2005
1897,4.2,FALSE,M,2006
1898,3.9,FALSE,F,2007
1899,5.2,FALSE,M,2008
1900,6.3,FALSE,F,2009
1901,6.1,FALSE,M,2005
1902,4.5,FALSE,F,2006
1903,5.3,FALSE,M,2007
1904,5.6,FALSE,F,2008
1905,4.4,FALSE,M,2009
1906,6.2,FALSE,F,2005
1907,5.1,FALSE,M,2006
1908,4.3,FALSE,F,2007
1909,4.6,FALSE,M,2008
1910,4.2,FALSE,F,2009
1911,4.2,FALSE,M,2005
1912,5.2,FALSE,F,2006
1913,4.5,FALSE,M,2007
1914,4.5,FALSE,F,2008
1915,4,FALSE,M,2009
1916,5.4,FALSE,F,2005
1917,4.9,FALSE,M,2006
1918,5.8,FALSE,F,2007
1919,4.8,FALSE,M,2008
1920,4.1,FALSE,F,2009
1921,5,FALSE,M,2005
1922,4.1,FALSE,F,2006
1923,6.9,FALSE,M,2007
1924,6,FALSE,F,2008
1925,5.4,FALSE,M,2009
1926,5,FALSE,F,2005
1927,4.9,FALSE,M,2006
1928,7.2,FALSE,F,2007
1929,5.4,FALSE,M,2008
1930,3.6,FALSE,F,2009
1931,3.1,FALSE,M,2005
1932,4.3,FALSE,F,2006
1933,4.4,FALSE,M,2007
1934,5.7,FALSE,F,2008
1935,4.4,FALSE,M,2009
1936,4.9,FALSE,F,2005
1937,3.7,FALSE,M,2006
1938,6,FALSE,F,2007
1939,5.9,FALSE,M,2008
1940,5.2,FALSE,F,2009
1941,4.2,FALSE,M,2005
1942,3.5,FALSE,F,2006
1943,4.4,FALSE,M,2007
1944,4.5,FALSE,F,2008
1945,6,FALSE,M,2009
1946,5,FALSE,F,2005
1947,4.7,FALSE,M,2006
1948,5.9,FALSE,F,2007
1949,5.7,FALSE,M,2008
1950,6.2,FALSE,F,2009
1951,5,FALSE,M,2005
1952,5.3,FALSE,F,2006
1953,5.8,FALSE,M,2007
1954,5.5,FALSE,F,2008
1955,5,FALSE,M,2009
1956,6.2,FALSE,F,2005
1957,4.4,FALSE,M,2006
1958,4.9,FALSE,F,2007
1959,4.7,FALSE,M,2008
1960,3,FALSE,F,2009
1961,5.4,FALSE,M,2005
1962,4.2,FALSE,F,2006
1963,3.5,FALSE,M,2007
1964,5.8,FALSE,F,2008
1965,2.8,FALSE,M,2009
1966,5,FALSE,F,2005
1967,4.6,FALSE,M,2006
1968,3.7,FALSE,F,2007
1969,4.1,FALSE,M,2008
1970,6,FALSE,F,2009
1971,4.8,FALSE,M,2005
1972,5,FALSE,F,2006
1973,5.1,FALSE,M,2007
1974,5.4,FALSE,F,2008
1975,6.2,FALSE,M,2009
1976,4.2,FALSE,F,2005
1977,3.6,FALSE,M,2006
1978,5.9,FALSE,F,2007
1979,4.3,FALSE,M,2008
1980,5,FALSE,F,2009
1981,4.8,FALSE,M,2005
1982,3.4,FALSE,F,2006
1983,5.7,FALSE,M,2007
1984,3.3,FALSE,F,2008
1985,5.3,FALSE,M,2009
1986,7.2,FALSE,F,2005
1987,5.6,FALSE,M,2006
1988,4.8,FALSE,F,2007
1989,4.6,FALSE,M,2008
1990,5.8,FALSE,F,2009
1991,4,FALSE,M,2005
1992,4.1,FALSE,F,2006
1993,4.5,FALSE,M,2007
1994,4.2,FALSE,F,2008
1995,3.5,FALSE,M,2009
1996,5,FALSE,F,2005
1997,6.2,FALSE,M,2006
1998,3.3,FALSE,F,2007
1999,5.4,FALSE,M,2008
2000,5.7,FALSE,F,2009
2001,3.6,FALSE,M,2005
2002,6.4,FALSE,F,2006
2003,5.7,FALSE,M,2007
2004,3.9,FALSE,F,2008
2005,5,FALSE,M,2009
2006,5.5,FALSE,F,2005
2007,7.1,FALSE,M,2006
2008,6,FALSE,F,2007
2009,3.7,FALSE,M,2008
2010,5,FALSE,F,2009
2011,4.7,FALSE,M,2005
2012,5.8,FALSE,F,2006
2013,2.4,FALSE,M,2007
2014,5.1,FALSE,F,2008
2015,4.6,FALSE,M,2009
2016,6.2,FALSE,F,2005
2017,3.3,FALSE,M,2006
2018,5.9,FALSE,F,2007
2019,3.8,FALSE,M,2008
2020,4.6,FALSE,F,2009
2021,4.4,FALSE,M,2005
2022,5.2,FALSE,F,2006
2023,4.8,FALSE,M,2007
2024,5.1,FALSE,F,2008
2025,5.4,FALSE,M,2009
2026,4.5,FALSE,F,2005
2027,4.1,FALSE,M,2006
2028,5.4,FALSE,F,2007
2029,4.7,FALSE,M,2008
2030,5.5,FALSE,F,2009
2031,1.9,FALSE,M,2005
2032,4.6,FALSE,F,2006
2033,5.3,FALSE,M,2007
2034,5.6,FALSE,F,2008
2035,6.1,FALSE,M,2009
2036,4.7,FALSE,F,2005
2037,5.5,FALSE,M,2006
2038,5.5,FALSE,F,2007
2039,3.6,FALSE,M,2008
2040,6,FALSE,F,2009
2041,3.1,FALSE,M,2005
2042,5.7,FALSE,F,2006
2043,5.2,FALSE,M,2007
2044,4.5,FALSE,F,2008
2045,6,FALSE,M,2009
2046,6.7,FALSE,F,2005
2047,4.4,FALSE,M,2006
2048,2.9,FALSE,F,2007
2049,5.9,FALSE,M,2008
2050,5.1,FALSE,F,2009
2051,6.1,FALSE,M,2005
2052,5,FALSE,F,2006
2053,3.1,FALSE,M,2007
2054,6.6,FALSE,F,2008
2055,3.1,FALSE,M,2009
2056,5.2,FALSE,F,2005
2057,5.4,FALSE,M,2006
2058,4.7,FALSE,F,2007
2059,5.9,FALSE,M,2008
2060,4.8,FALSE,F,2009
2061,4.4,FALSE,M,2005
2062,4.8,FALSE,F,2006
2063,5,FALSE,M,2007
2064,4.8,FALSE,F,2008
2065,5.8,FALSE,M,2009
2066,6.4,FALSE,F,2005
2067,4.4,FALSE,M,2006
2068,6.7,FALSE,F,2007
2069,4.4,FALSE,M,2008
2070,5.7,FALSE,F,2009
2071,4.3,FALSE,M,2005
2072,5.2,FALSE,F,2006
2073,6.7,FALSE,M,2007
2074,4.3,FALSE,F,2008
2075,4.3,FALSE,M,2009
2076,4.1,FALSE,F,2005
2077,5.7,FALSE,M,2006
2078,7,FALSE,F,2007
2079,5.1,FALSE,M,2008
2080,3.2,FALSE,F,2009
2081,3.5,FALSE,M,2005
2082,5.6,FALSE,F,2006
2083,6,FALSE,M,2007
2084,3.2,FALSE,F,2008
2085,4.4,FALSE,M,2009
2086,4.1,FALSE,F,2005
2087,3.6,FALSE,M,2006
2088,5.1,FALSE,F,2007
2089,5.2,FALSE,M,2008
2090,3.2,FALSE,F,2009
2091,4,FALSE,M,2005
2092,5.7,FALSE,F,2006
2093,4.2,FALSE,M,2007
2094,5.4,FALSE,F,2008
2095,5.6,FALSE,M,2009
2096,4.5,FALSE,F,2005
2097,6,FALSE,M,2006
2098,3.8,FALSE,F,2007
2099,6.2,FALSE,M,2008
2100,6.6,FALSE,F,2009
2101,4.6,FALSE,M,2005
2102,5.3,FALSE,F,2006
2103,4.7,FALSE,M,2007
2104,5.7,FALSE,F,2008
2105,5.5,FALSE,M,2009
2106,5.7,FALSE,F,2005
2107,4.7,FALSE,M,2006
2108,2.6,FALSE,F,2007
2109,5.6,FALSE,M,2008
2110,5.9,FALSE,F,2009
2111,5.8,FALSE,M,2005
2112,6.6,FALSE,F,2006
2113,5.8,FALSE,M,2007
2114,5.1,FALSE,F,2008
2115,6,FALSE,M,2009
2116,4.1,FALSE,F,2005
2117,5.5,FALSE,M,2006
2118,5.4,FALSE,F,2007
2119,4.5,FALSE,M,2008
2120,4.5,FALSE,F,2009
2121,3.9,FALSE,M,2005
2122,6.7,FALSE,F,2006
2123,5.8,FALSE,M,2007
2124,4,FALSE,F,2008
2125,4.5,FALSE,M,2009
2126,3.4,FALSE,F,2005
2127,5.2,FALSE,M,2006
2128,4,FALSE,F,2007
2129,4.3,FALSE,M,2008
2130,4.6,FALSE,F,2009
2131,5.8,FALSE,M,2005
2132,6.2,FALSE,F,2006
2133,4.4,FALSE,M,2007
2134,6,FALSE,F,2008
2135,3.9,FALSE,M,2009
2136,5.4,FALSE,F,2005
2137,4,FALSE,M,2006
2138,3.7,FALSE,F,2007
2139,3.1,FALSE,M,2008
2140,4.7,FALSE,F,2009
2141,6.2,FALSE,M,2005
2142,4.4,FALSE,F,2006
2143,5.4,FALSE,M,2007
2144,5,FALSE,F,2008
2145,5.1,FALSE,M,2009
2146,5,FALSE,F,2005
2147,2.9,FALSE,M,2006
2148,5.1,FALSE,F,2007
2149,5.4,FALSE,M,2008
2150,5.8,FALSE,F,2009
2151,5.2,FALSE,M,2005
2152,5.6,FALSE,F,2006
2153,3.8,FALSE,M,2007
2154,4.6,FALSE,F,2008
2155,6,FALSE,M,2009
2156,5.2,FALSE,F,2005
2157,4.6,FALSE,M,2006
2158,5.5,FALSE,F,2007
2159,5.1,FALSE,M,2008
2160,5.7,FALSE,F,2009
2161,4.1,FALSE,M,2005
2162,4.4,FALSE,F,2006
2163,5.3,FALSE,M,2007
2164,5.3,FALSE,F,2008
2165,3.6,FALSE,M,2009
2166,5.6,FALSE,F,2005
2167,4.9,FALSE,M,2006
2168,4.5,FALSE,F,2007
2169,4.1,FALSE,M,2008
2170,4,FALSE,F,2009
2171,4.6,FALSE,M,2005
2172,6.1,FALSE,F,2006
2173,4.3,FALSE,M,2007
2174,6.3,FALSE,F,2008
2175,5.7,FALSE,M,2009
2176,4.2,FALSE,F,2005
2177,5.5,FALSE,M,2006
2178,4.8,FALSE,F,2007
2179,5.3,FALSE,M,2008
2180,5.9,FALSE,F,2009
2181,4.5,FALSE,M,2005
2182,5,FALSE,F,2006
2183,3.9,FALSE,M,2007
2184,4.6,FALSE,F,2008
2185,5.2,FALSE,M,2009
2186,3.7,FALSE,F,2005
2187,2.6,FALSE,M,2006
2188,5.9,FALSE,F,2007
2189,5.5,FALSE,M,2008
2190,6.3,FALSE,F,2009
2191,7.2,FALSE,M,2005
2192,5,FALSE,F,2006
2193,5.3,FALSE,M,2007
2194,6.6,FALSE,F,2008
2195,4.8,FALSE,M,2009
2196,4.8,FALSE,F,2005
2197,4.3,FALSE,M,2006
2198,4.5,FALSE,F,2007
2199,3.9,FALSE,M,2008
2200,4.5,FALSE,F,2009
2201,4.5,FALSE,M,2005
2202,5.5,FALSE,F,2006
2203,5.6,FALSE,M,2007
2204,6.1,FALSE,F,2008
2205,4.5,FALSE,M,2009
2206,4.5,FALSE,F,2005
2207,2.6,FALSE,M,2006
2208,4.9,FALSE,F,2007
2209,5.8,FALSE,M,2008
2210,6.3,FALSE,F,2009
2211,5.2,FALSE,M,2005
2212,5.9,FALSE,F,2006
2213,5.5,FALSE,M,2007
2214,5.9,FALSE,F,2008
2215,6,FALSE,M,2009
2216,5.2,FALSE,F,2005
2217,4.3,FALSE,M,2006
2218,4.8,FALSE,F,2007
2219,5.4,FALSE,M,2008
2220,2.9,FALSE,F,2009
2221,5.5,FALSE,M,2005
2222,6.2,FALSE,F,2006
2223,6,FALSE,M,2007
2224,4.7,FALSE,F,2008
2225,4.4,FALSE,M,2009
2226,4.5,FALSE,F,2005
2227,4.5,FALSE,M,2006
2228,4,FALSE,F,2007
2229,6.4,FALSE,M,2008
2230,3.7,FALSE,F,2009
2231,4.8,FALSE,M,2005
2232,4.2,FALSE,F,2006
2233,6.2,FALSE,M,2007
2234,4.7,FALSE,F,2008
2235,5.1,FALSE,M,2009
2236,6,FALSE,F,2005
2237,5.9,FALSE,M,2006
2238,5.5,FALSE,F,2007
2239,2.5,FALSE,M,2008
2240,4.1,FALSE,F,2009
2241,4.4,FALSE,M,2005
2242,5.3,FALSE,F,2006
2243,6,FALSE,M,2007
2244,5.1,FALSE,F,2008
2245,5.2,FALSE,M,2009
2246,5.3,FALSE,F,2005
2247,3.9,FALSE,M,2006
2248,5.3,FALSE,F,2007
2249,5.8,FALSE,M,2008
2250,4.9,FALSE,F,2009
2251,5.7,FALSE,M,2005
2252,5.6,FALSE,F,2006
2253,3.8,FALSE,M,2007
2254,4.6,FALSE,F,2008
2255,5.3,FALSE,M,2009
2256,5.6,FALSE,F,2005
2257,5.1,FALSE,M,2006
2258,4.7,FALSE,F,2007
2259,4.6,FALSE,M,2008
2260,6.8,FALSE,F,2009
2261,5,FALSE,M,2005
2262,3.6,FALSE,F,2006
2263,5.5,FALSE,M,2007
2264,5.2,FALSE,F,2008
2265,6.3,FALSE,M,2009
2266,3.8,FALSE,F,2005
2267,3.8,FALSE,M,2006
2268,2.7,FALSE,F,2007
2269,4.4,FALSE,M,2008
2270,5.4,FALSE,F,2009
2271,4.8,FALSE,M,2005
2272,8.1,FALSE,F,2006
2273,4.8,FALSE,M,2007
2274,5.2,FALSE,F,2008
2275,6.7,FALSE,M,2009
2276,4.7,FALSE,F,2005
2277,5.3,FALSE,M,2006
2278,5.3,FALSE,F,2007
2279,3.9,FALSE,M,2008
2280,4.4,FALSE,F,2009
2281,5.4,FALSE,M,2005
2282,4.4,FALSE,F,2006
2283,5.9,FALSE,M,2007
2284,6.6,FALSE,F,2008
2285,3.1,FALSE,M,2009
2286,5.5,FALSE,F,2005
2287,4.4,FALSE,M,2006
2288,5.6,FALSE,F,2007
2289,5.5,FALSE,M,2008
2290,4.2,FALSE,F,2009
2291,4,FALSE,M,2005
2292,6.4,FALSE,F,2006
2293,4.5,FALSE,M,2007
2294,4.8,FALSE,F,2008
2295,6.2,FALSE,M,2009
2296,4.6,FALSE,F,2005
2297,6,FALSE,M,2006
2298,3.9,FALSE,F,2007
2299,5.4,FALSE,M,2008
2300,4.3,FALSE,F,2009
2301,6.3,FALSE,M,2005
2302,5,FALSE,F,2006
2303,4.5,FALSE,M,2007
2304,5.2,FALSE,F,2008
2305,5.5,FALSE,M,2009
2306,6.5,FALSE,F,2005
2307,3.9,FALSE,M,2006
2308,4.3,FALSE,F,2007
2309,5.3,FALSE,M,2008
2310,4.6,FALSE,F,2009
2311,6,FALSE,M,2005
2312,4.9,FALSE,F,2006
2313,5.7,FALSE,M,2007
2314,4.7,FALSE,F,2008
2315,4.8,FALSE,M,2009
2316,4.3,FALSE,F,2005
2317,6.5,FALSE,M,2006
2318,2.9,FALSE,F,2007
2319,4.1,FALSE,M,2008
2320,4.4,FALSE,F,2009
2321,4.2,FALSE,M,2005
2322,6.5,FALSE,F,2006
2323,5.1,FALSE,M,2007
2324,6.1,FALSE,F,2008
2325,7.2,FALSE,M,2009
2326,3.9,FALSE,F,2005
2327,5.3,FALSE,M,2006
2328,5.9,FALSE,F,2007
2329,5.8,FALSE,M,2008
2330,4.8,FALSE,F,2009
2331,3.5,FALSE,M,2005
2332,5.5,FALSE,F,2006
2333,4,FALSE,M,2007
2334,5.6,FALSE,F,2008
2335,4.2,FALSE,M,2009
2336,6,FALSE,F,2005
2337,5.2,FALSE,M,2006
2338,5.2,FALSE,F,2007
2339,4.2,FALSE,M,2008
2340,4.2,FALSE,F,2009
2341,5.4,FALSE,M,2005
2342,5.2,FALSE,F,2006
2343,4.9,FALSE,M,2007
2344,5.6,FALSE,F,2008
2345,2.8,FALSE,M,2009
2346,6.3,FALSE,F,2005
2347,4.4,FALSE,M,2006
2348,3.4,FALSE,F,2007
2349,5.3,FALSE,M,2008
2350,3.7,FALSE,F,2009
2351,7.1,FALSE,M,2005
2352,5.4,FALSE,F,2006
2353,4.7,FALSE,M,2007
2354,5.3,FALSE,F,2008
2355,5,FALSE,M,2009
2356,4.1,FALSE,F,2005
2357,5.3,FALSE,M,2006
2358,5.1,FALSE,F,2007
2359,6.5,FALSE,M,2008
2360,4.5,FALSE,F,2009
2361,4.9,FALSE,M,2005
2362,4.6,FALSE,F,2006
2363,5.3,FALSE,M,2007
2364,3.9,FALSE,F,2008
2365,6.7,FALSE,M,2009
2366,6.1,FALSE,F,2005
2367,4.5,FALSE,M,2006
2368,5.1,FALSE,F,2007
2369,7,FALSE,M,2008
2370,5.6,FALSE,F,2009
2371,6.3,FALSE,M,2005
2372,6,FALSE,F,2006
2373,5.4,FALSE,M,2007
2374,5.3,FALSE,F,2008
2375,6,FALSE,M,2009
2376,5.9,FALSE,F,2005
2377,4.9,FALSE,M,2006
2378,4.4,FALSE,F,2007
2379,3.7,FALSE,M,2008
2380,5.9,FALSE,F,2009
2381,4.3,FALSE,M,2005
2382,5.5,FALSE,F,2006
2383,5.4,FALSE,M,2007
2384,4.2,FALSE,F,2008
2385,4.8,FALSE,M,2009
2386,4.8,FALSE,F,2005
2387,5.8,FALSE,M,2006
2388,4.5,FALSE,F,2007
2389,3.3,FALSE,M,2008
2390,3.7,FALSE,F,2009
2391,5.2,FALSE,M,2005
2392,6.3,FALSE,F,2006
2393,4.3,FALSE,M,2007
2394,5.7,FALSE,F,2008
2395,5.5,FALSE,M,2009
2396,3.9,FALSE,F,2005
2397,5.9,FALSE,M,2006
2398,4.5,FALSE,F,2007
2399,3.2,FALSE,M,2008
2400,4.9,FALSE,F,2009
2401,5.2,FALSE,M,2005
2402,3.8,FALSE,F,2006
2403,6.3,FALSE,M,2007
2404,6.3,FALSE,F,2008
2405,5.6,FALSE,M,2009
2406,6,FALSE,F,2005
2407,5.7,FALSE,M,2006
2408,5.3,FALSE,F,2007
2409,3,FALSE,M,2008
2410,3.6,FALSE,F,2009
2411,3.9,FALSE,M,2005
2412,6.2,FALSE,F,2006
2413,5.1,FALSE,M,2007
2414,5.8,FALSE,F,2008
2415,5.2,FALSE,M,2009
2416,5.3,FALSE,F,2005
2417,4.6,FALSE,M,2006
2418,4.9,FALSE,F,2007
2419,6,FALSE,M,2008
2420,4.5,FALSE,F,2009
2421,4.5,FALSE,M,2005
2422,5.9,FALSE,F,2006
2423,6.3,FALSE,M,2007
2424,6.5,FALSE,F,2008
2425,6.3,FALSE,M,2009
2426,4.3,FALSE,F,2005
2427,6.6,FALSE,M,2006
2428,6.7,FALSE,F,2007
2429,4,FALSE,M,2008
2430,6.2,FALSE,F,2009
2431,4.7,FALSE,M,2005
2432,6,FALSE,F,2006
2433,4,FALSE,M,2007
2434,4.1,FALSE,F,2008
2435,3.5,FALSE,M,2009
2436,6.2,FALSE,F,2005
2437,5.7,FALSE,M,2006
2438,4.1,FALSE,F,2007
2439,5.6,FALSE,M,2008
2440,4.7,FALSE,F,2009
2441,3.8,FALSE,M,2005
2442,4.1,FALSE,F,2006
2443,2.8,FALSE,M,2007
2444,4.3,FALSE,F,2008
2445,3.8,FALSE,M,2009
2446,6,FALSE,F,2005
2447,2.4,FALSE,M,2006
2448,5.4,FALSE,F,2007
2449,4.5,FALSE,M,2008
2450,5.2,FALSE,F,2009
2451,5.6,FALSE,M,2005
2452,6.4,FALSE,F,2006
2453,3.8,FALSE,M,2007
2454,4.2,FALSE,F,2008
2455,5.4,FALSE,M,2009
2456,3.5,FALSE,F,2005
2457,4.6,FALSE,M,2006
2458,6.5,FALSE,F,2007
2459,5.8,FALSE,M,2008
2460,6.4,FALSE,F,2009
2461,7.2,FALSE,M,2005
2462,3.9,FALSE,F,2006
2463,4.7,FALSE,M,2007
2464,5.6,FALSE,F,2008
2465,5.5,FALSE,M,2009
2466,4.8,FALSE,F,2005
2467,4.3,FALSE,M,2006
2468,5.4,FALSE,F,2007
2469,5.7,FALSE,M,2008
2470,4.8,FALSE,F,2009
2471,5,FALSE,M,2005
2472,5.2,FALSE,F,2006
2473,4.1,FALSE,M,2007
2474,4.9,FALSE,F,2008
2475,4.7,FALSE,M,2009
2476,5.9,FALSE,F,2005
2477,6.6,FALSE,M,2006
2478,5,FALSE,F,2007
2479,6.9,FALSE,M,2008
2480,4.6,FALSE,F,2009
2481,4.4,FALSE,M,2005
2482,5.5,FALSE,F,2006
2483,5.8,FALSE,M,2007
2484,4.6,FALSE,F,2008
2485,4.2,FALSE,M,2009
2486,5.4,FALSE,F,2005
2487,5.7,FALSE,M,2006
2488,4.1,FALSE,F,2007
2489,5.6,FALSE,M,2008
2490,4.6,FALSE,F,2009
2491,3.9,FALSE,M,2005
2492,5.9,FALSE,F,2006
2493,3.8,FALSE,M,2007
2494,6.4,FALSE,F,2008
2495,5.5,FALSE,M,2009
2496,4.7,FALSE,F,2005
2497,4.5,FALSE,M,2006
2498,3.2,FALSE,F,2007
2499,4.3,FALSE,M,2008
2500,5.4,FALSE,F,2009
2501,5,FALSE,M,2005
2502,5.2,FALSE,F,2006
2503,5.1,FALSE,M,2007
2504,5.3,FALSE,F,2008
2505,5.5,FALSE,M,2009
2506,3.5,FALSE,F,2005
2507,5.7,FALSE,M,2006
2508,4.1,FALSE,F,2007
2509,4.2,FALSE,M,2008
2510,5.2,FALSE,F,2009
2511,6.1,FALSE,M,2005
2512,4.8,FALSE,F,2006
2513,5.5,FALSE,M,2007
2514,5,FALSE,F,2008
2515,5.7,FALSE,M,2009
2516,5.8,FALSE,F,2005
2517,4.9,FALSE,M,2006
2518,2.8,FALSE,F,2007
2519,6.2,FALSE,M,2008
2520,5.5,FALSE,F,2009
2521,2.6,FALSE,M,2005
2522,5.7,FALSE,F,2006
2523,5,FALSE,M,2007
2524,3.9,FALSE,F,2008
2525,4.6,FALSE,M,2009
2526,5.2,FALSE,F,2005
2527,3.8,FALSE,M,2006
2528,5.2,FALSE,F,2007
2529,6.5,FALSE,M,2008
2530,5.2,FALSE,F,2009
2531,4.7,FALSE,M,2005
2532,4.8,FALSE,F,2006
2533,3.3,FALSE,M,2007
2534,6,FALSE,F,2008
2535,4.9,FALSE,M,2009
2536,4.7,FALSE,F,2005
2537,5.4,FALSE,M,2006
2538,5.1,FALSE,F,2007
2539,5.2,FALSE,M,2008
2540,2.9,FALSE,F,2009
2541,4.2,FALSE,M,2005
2542,5.3,FALSE,F,2006
2543,6.1,FALSE,M,2007
2544,5.3,FALSE,F,2008
2545,5.5,FALSE,M,2009
2546,6.5,FALSE,F,2005
2547,5.7,FALSE,M,2006
2548,7.9,FALSE,F,2007
2549,6.1,FALSE,M,2008
2550,6.6,FALSE,F,2009
2551,3.7,FALSE,M,2005
2552,3.1,FALSE,F,2006
2553,6.2,FALSE,M,2007
2554,6.2,FALSE,F,2008
2555,4.6,FALSE,M,2009
2556,3.9,FALSE,F,2005
2557,4.4,FALSE,M,2006
2558,4.8,FALSE,F,2007
2559,5.2,FALSE,M,2008
2560,5.2,FALSE,F,2009
2561,7,FALSE,M,2005
2562,4.7,FALSE,F,2006
2563,4.4,FALSE,M,2007
2564,5.3,FALSE,F,2008
2565,4.6,FALSE,M,2009
2566,4.7,FALSE,F,2005
2567,5.7,FALSE,M,2006
2568,5.1,FALSE,F,2007
2569,4.1,FALSE,M,2008
2570,6.6,FALSE,F,2009
2571,4.4,FALSE,M,2005
2572,5,FALSE,F,2006
2573,4.6,FALSE,M,2007
2574,4.9,FALSE,F,2008
2575,5,FALSE,M,2009
2576,4.4,FALSE,F,2005
2577,5.7,FALSE,M,2006
2578,5.6,FALSE,F,2007
2579,5.8,FALSE,M,2008
2580,4.7,FALSE,F,2009
